datetime,season,holiday,workingday,weather,temp,humidity,windspeed,count,day,month,day_number,year,hour
2011-03-19 12:00:00,1,0,0,1,18.86,33,27.9993,267,Saturday,3,19,2011,12
2011-03-19 13:00:00,1,0,0,1,20.5,34,31.0009,301,Saturday,3,19,2011,13
2011-03-19 14:00:00,1,0,0,1,20.5,31,32.9975,312,Saturday,3,19,2011,14
2011-03-19 15:00:00,1,0,0,1,20.5,29,27.9993,313,Saturday,3,19,2011,15
2011-03-19 16:00:00,1,0,0,1,20.5,31,26.0027,304,Saturday,3,19,2011,16
2011-03-19 17:00:00,1,0,0,1,19.68,31,22.0028,278,Saturday,3,19,2011,17
2011-03-19 18:00:00,1,0,0,1,18.86,31,22.0028,217,Saturday,3,19,2011,18
2011-03-19 19:00:00,1,0,0,1,18.04,33,19.0012,154,Saturday,3,19,2011,19
2011-03-19 20:00:00,1,0,0,1,17.22,35,15.0013,108,Saturday,3,19,2011,20
2011-03-19 21:00:00,1,0,0,1,16.4,37,19.9995,93,Saturday,3,19,2011,21
2011-03-19 22:00:00,1,0,0,1,16.4,37,22.0028,72,Saturday,3,19,2011,22
2011-03-19 23:00:00,1,0,0,1,15.58,40,19.9995,50,Saturday,3,19,2011,23
2011-04-01 00:00:00,2,0,1,3,10.66,100,11.0014,6,Friday,4,1,2011,0
2011-04-01 01:00:00,2,0,1,3,10.66,100,11.0014,4,Friday,4,1,2011,1
2011-04-01 02:00:00,2,0,1,3,10.66,93,12.998,7,Friday,4,1,2011,2
2011-04-01 03:00:00,2,0,1,2,9.84,93,16.9979,4,Friday,4,1,2011,3
2011-04-01 04:00:00,2,0,1,2,9.84,93,16.9979,3,Friday,4,1,2011,4
2011-04-01 05:00:00,2,0,1,3,9.84,93,15.0013,12,Friday,4,1,2011,5
2011-04-01 06:00:00,2,0,1,3,9.84,93,15.0013,28,Friday,4,1,2011,6
2011-04-01 07:00:00,2,0,1,3,9.84,93,0.0,95,Friday,4,1,2011,7
2011-04-01 08:00:00,2,0,1,2,10.66,87,16.9979,206,Friday,4,1,2011,8
2011-04-01 09:00:00,2,0,1,1,13.12,70,23.9994,173,Friday,4,1,2011,9
2011-04-01 10:00:00,2,0,1,1,13.12,66,19.0012,75,Friday,4,1,2011,10
2011-04-01 11:00:00,2,0,1,1,13.12,61,23.9994,89,Friday,4,1,2011,11
2011-04-01 12:00:00,2,0,1,1,13.94,53,23.9994,95,Friday,4,1,2011,12
2011-04-01 13:00:00,2,0,1,1,14.76,50,23.9994,110,Friday,4,1,2011,13
2011-04-01 14:00:00,2,0,1,2,14.76,46,23.9994,87,Friday,4,1,2011,14
2011-04-01 15:00:00,2,0,1,1,13.94,46,27.9993,111,Friday,4,1,2011,15
2011-04-01 16:00:00,2,0,1,1,13.94,46,27.9993,167,Friday,4,1,2011,16
2011-04-01 17:00:00,2,0,1,1,13.94,46,22.0028,281,Friday,4,1,2011,17
2011-04-01 18:00:00,2,0,1,1,13.94,46,22.0028,241,Friday,4,1,2011,18
2011-04-01 19:00:00,2,0,1,1,13.94,49,22.0028,136,Friday,4,1,2011,19
2011-04-01 20:00:00,2,0,1,1,13.12,53,12.998,77,Friday,4,1,2011,20
2011-04-01 21:00:00,2,0,1,1,13.12,53,8.9981,93,Friday,4,1,2011,21
2011-04-01 22:00:00,2,0,1,1,12.3,56,11.0014,74,Friday,4,1,2011,22
2011-04-01 23:00:00,2,0,1,1,12.3,61,6.0032,53,Friday,4,1,2011,23
2011-04-02 00:00:00,2,0,0,2,12.3,61,0.0,32,Saturday,4,2,2011,0
2011-04-02 01:00:00,2,0,0,1,10.66,65,8.9981,32,Saturday,4,2,2011,1
2011-04-02 02:00:00,2,0,0,1,9.84,75,8.9981,21,Saturday,4,2,2011,2
2011-04-02 03:00:00,2,0,0,1,9.84,70,11.0014,9,Saturday,4,2,2011,3
2011-04-02 04:00:00,2,0,0,1,9.84,70,11.0014,5,Saturday,4,2,2011,4
2011-04-02 05:00:00,2,0,0,2,9.84,75,11.0014,5,Saturday,4,2,2011,5
2011-04-02 06:00:00,2,0,0,1,10.66,70,7.0015,12,Saturday,4,2,2011,6
2011-04-02 07:00:00,2,0,0,2,10.66,70,7.0015,18,Saturday,4,2,2011,7
2011-04-02 08:00:00,2,0,0,1,12.3,70,7.0015,55,Saturday,4,2,2011,8
2011-04-02 09:00:00,2,0,0,2,13.94,66,7.0015,87,Saturday,4,2,2011,9
2011-04-02 10:00:00,2,0,0,2,14.76,57,11.0014,154,Saturday,4,2,2011,10
2011-04-02 11:00:00,2,0,0,2,16.4,47,11.0014,198,Saturday,4,2,2011,11
2011-04-02 12:00:00,2,0,0,3,13.12,81,8.9981,184,Saturday,4,2,2011,12
2011-04-02 13:00:00,2,0,0,1,13.94,81,8.9981,137,Saturday,4,2,2011,13
2011-04-02 14:00:00,2,0,0,3,13.12,76,22.0028,190,Saturday,4,2,2011,14
2011-04-02 15:00:00,2,0,0,3,13.94,76,26.0027,136,Saturday,4,2,2011,15
2011-04-02 16:00:00,2,0,0,1,15.58,62,22.0028,196,Saturday,4,2,2011,16
2011-04-02 17:00:00,2,0,0,1,15.58,54,23.9994,184,Saturday,4,2,2011,17
2011-04-02 18:00:00,2,0,0,1,15.58,54,12.998,179,Saturday,4,2,2011,18
2011-04-02 19:00:00,2,0,0,1,14.76,53,23.9994,148,Saturday,4,2,2011,19
2011-04-02 20:00:00,2,0,0,1,13.94,53,19.0012,85,Saturday,4,2,2011,20
2011-04-02 21:00:00,2,0,0,1,13.12,61,16.9979,77,Saturday,4,2,2011,21
2011-04-02 22:00:00,2,0,0,1,13.12,61,19.9995,55,Saturday,4,2,2011,22
2011-04-02 23:00:00,2,0,0,1,13.12,61,11.0014,53,Saturday,4,2,2011,23
2011-04-03 00:00:00,2,0,0,1,12.3,65,12.998,39,Sunday,4,3,2011,0
2011-04-03 01:00:00,2,0,0,1,12.3,61,7.0015,34,Sunday,4,3,2011,1
2011-04-03 02:00:00,2,0,0,1,10.66,70,8.9981,24,Sunday,4,3,2011,2
2011-04-03 03:00:00,2,0,0,1,12.3,61,0.0,11,Sunday,4,3,2011,3
2011-04-03 04:00:00,2,0,0,1,11.48,70,6.0032,3,Sunday,4,3,2011,4
2011-04-03 05:00:00,2,0,0,1,11.48,65,15.0013,5,Sunday,4,3,2011,5
2011-04-03 06:00:00,2,0,0,1,11.48,65,12.998,33,Sunday,4,3,2011,6
2011-04-03 07:00:00,2,0,0,1,13.12,57,15.0013,33,Sunday,4,3,2011,7
2011-04-03 08:00:00,2,0,0,1,13.94,57,11.0014,62,Sunday,4,3,2011,8
2011-04-03 09:00:00,2,0,0,1,14.76,50,32.9975,142,Sunday,4,3,2011,9
2011-04-03 10:00:00,2,0,0,1,16.4,43,27.9993,215,Sunday,4,3,2011,10
2011-04-03 11:00:00,2,0,0,1,17.22,41,16.9979,243,Sunday,4,3,2011,11
2011-04-03 12:00:00,2,0,0,1,18.04,38,19.0012,313,Sunday,4,3,2011,12
2011-04-03 13:00:00,2,0,0,1,18.04,33,19.9995,367,Sunday,4,3,2011,13
2011-04-03 14:00:00,2,0,0,1,18.86,31,8.9981,349,Sunday,4,3,2011,14
2011-04-03 15:00:00,2,0,0,2,18.86,33,0.0,292,Sunday,4,3,2011,15
2011-04-03 16:00:00,2,0,0,2,18.86,31,12.998,303,Sunday,4,3,2011,16
2011-04-03 17:00:00,2,0,0,2,18.86,28,8.9981,274,Sunday,4,3,2011,17
2011-04-03 18:00:00,2,0,0,2,18.86,31,0.0,172,Sunday,4,3,2011,18
2011-04-03 19:00:00,2,0,0,2,17.22,44,12.998,144,Sunday,4,3,2011,19
2011-04-03 20:00:00,2,0,0,3,17.22,41,15.0013,79,Sunday,4,3,2011,20
2011-04-03 21:00:00,2,0,0,2,17.22,44,15.0013,45,Sunday,4,3,2011,21
2011-04-03 22:00:00,2,0,0,1,16.4,43,7.0015,36,Sunday,4,3,2011,22
2011-04-03 23:00:00,2,0,0,1,16.4,50,6.0032,31,Sunday,4,3,2011,23
2011-04-04 00:00:00,2,0,1,1,16.4,50,15.0013,6,Monday,4,4,2011,0
2011-04-04 01:00:00,2,0,1,1,16.4,56,23.9994,11,Monday,4,4,2011,1
2011-04-04 02:00:00,2,0,1,1,15.58,66,16.9979,2,Monday,4,4,2011,2
2011-04-04 03:00:00,2,0,1,1,15.58,66,19.0012,1,Monday,4,4,2011,3
2011-04-04 04:00:00,2,0,1,1,15.58,71,19.9995,2,Monday,4,4,2011,4
2011-04-04 05:00:00,2,0,1,1,16.4,62,16.9979,7,Monday,4,4,2011,5
2011-04-04 06:00:00,2,0,1,1,17.22,58,19.0012,46,Monday,4,4,2011,6
2011-04-04 07:00:00,2,0,1,2,18.04,54,16.9979,157,Monday,4,4,2011,7
2011-04-04 08:00:00,2,0,1,2,18.86,55,19.9995,339,Monday,4,4,2011,8
2011-04-04 09:00:00,2,0,1,2,20.5,51,26.0027,158,Monday,4,4,2011,9
2011-04-04 10:00:00,2,0,1,2,22.14,45,23.9994,90,Monday,4,4,2011,10
2011-04-04 11:00:00,2,0,1,1,24.6,40,26.0027,124,Monday,4,4,2011,11
2011-04-04 12:00:00,2,0,1,1,26.24,36,31.0009,157,Monday,4,4,2011,12
2011-04-04 13:00:00,2,0,1,1,27.88,34,22.0028,139,Monday,4,4,2011,13
2011-04-04 14:00:00,2,0,1,2,30.34,27,32.9975,123,Monday,4,4,2011,14
2011-04-04 15:00:00,2,0,1,1,31.16,23,36.9974,143,Monday,4,4,2011,15
2011-04-04 16:00:00,2,0,1,1,31.16,22,35.0008,189,Monday,4,4,2011,16
2011-04-04 17:00:00,2,0,1,1,30.34,23,40.9973,366,Monday,4,4,2011,17
2011-04-04 18:00:00,2,0,1,2,29.52,23,32.9975,386,Monday,4,4,2011,18
2011-04-04 19:00:00,2,0,1,1,28.7,24,31.0009,278,Monday,4,4,2011,19
2011-04-04 20:00:00,2,0,1,2,28.7,24,36.9974,173,Monday,4,4,2011,20
2011-04-04 21:00:00,2,0,1,2,28.7,30,30.0026,95,Monday,4,4,2011,21
2011-04-04 22:00:00,2,0,1,2,27.88,36,31.0009,75,Monday,4,4,2011,22
2011-04-04 23:00:00,2,0,1,2,26.24,47,15.0013,48,Monday,4,4,2011,23
2011-04-05 00:00:00,2,0,1,1,25.42,50,7.0015,22,Tuesday,4,5,2011,0
2011-04-05 01:00:00,2,0,1,3,25.42,57,27.9993,15,Tuesday,4,5,2011,1
2011-04-05 02:00:00,2,0,1,2,22.14,73,22.0028,5,Tuesday,4,5,2011,2
2011-04-05 03:00:00,2,0,1,2,22.14,73,22.0028,4,Tuesday,4,5,2011,3
2011-04-05 04:00:00,2,0,1,3,20.5,88,32.9975,2,Tuesday,4,5,2011,4
2011-04-05 05:00:00,2,0,1,3,18.86,94,19.9995,5,Tuesday,4,5,2011,5
2011-04-05 06:00:00,2,0,1,2,19.68,88,22.0028,38,Tuesday,4,5,2011,6
2011-04-05 07:00:00,2,0,1,2,19.68,88,22.0028,134,Tuesday,4,5,2011,7
2011-04-05 08:00:00,2,0,1,3,15.58,87,39.0007,157,Tuesday,4,5,2011,8
2011-04-05 09:00:00,2,0,1,3,14.76,87,32.9975,46,Tuesday,4,5,2011,9
2011-04-05 10:00:00,2,0,1,3,13.94,81,26.0027,28,Tuesday,4,5,2011,10
2011-04-05 11:00:00,2,0,1,3,13.12,81,30.0026,19,Tuesday,4,5,2011,11
2011-04-05 12:00:00,2,0,1,2,13.94,71,26.0027,38,Tuesday,4,5,2011,12
2011-04-05 13:00:00,2,0,1,2,14.76,63,27.9993,56,Tuesday,4,5,2011,13
2011-04-05 14:00:00,2,0,1,2,14.76,57,32.9975,76,Tuesday,4,5,2011,14
2011-04-05 15:00:00,2,0,1,1,16.4,46,31.0009,68,Tuesday,4,5,2011,15
2011-04-05 16:00:00,2,0,1,1,15.58,46,27.9993,130,Tuesday,4,5,2011,16
2011-04-05 17:00:00,2,0,1,1,17.22,38,27.9993,273,Tuesday,4,5,2011,17
2011-04-05 18:00:00,2,0,1,1,15.58,40,32.9975,267,Tuesday,4,5,2011,18
2011-04-05 19:00:00,2,0,1,1,14.76,43,19.9995,160,Tuesday,4,5,2011,19
2011-04-05 20:00:00,2,0,1,1,13.94,46,19.0012,91,Tuesday,4,5,2011,20
2011-04-05 21:00:00,2,0,1,1,13.94,46,35.0008,89,Tuesday,4,5,2011,21
2011-04-05 22:00:00,2,0,1,1,13.12,49,19.9995,46,Tuesday,4,5,2011,22
2011-04-05 23:00:00,2,0,1,1,12.3,49,19.0012,26,Tuesday,4,5,2011,23
2011-04-06 00:00:00,2,0,1,1,12.3,49,7.0015,15,Wednesday,4,6,2011,0
2011-04-06 01:00:00,2,0,1,1,10.66,60,8.9981,2,Wednesday,4,6,2011,1
2011-04-06 02:00:00,2,0,1,1,9.84,70,8.9981,5,Wednesday,4,6,2011,2
2011-04-06 03:00:00,2,0,1,1,10.66,60,8.9981,4,Wednesday,4,6,2011,3
2011-04-06 04:00:00,2,0,1,1,9.84,65,8.9981,1,Wednesday,4,6,2011,4
2011-04-06 05:00:00,2,0,1,1,9.84,70,7.0015,13,Wednesday,4,6,2011,5
2011-04-06 06:00:00,2,0,1,1,9.84,70,7.0015,56,Wednesday,4,6,2011,6
2011-04-06 07:00:00,2,0,1,1,10.66,65,7.0015,133,Wednesday,4,6,2011,7
2011-04-06 08:00:00,2,0,1,1,13.12,61,15.0013,325,Wednesday,4,6,2011,8
2011-04-06 09:00:00,2,0,1,1,14.76,46,16.9979,165,Wednesday,4,6,2011,9
2011-04-06 10:00:00,2,0,1,1,16.4,37,26.0027,69,Wednesday,4,6,2011,10
2011-04-06 11:00:00,2,0,1,1,17.22,38,26.0027,93,Wednesday,4,6,2011,11
2011-04-06 12:00:00,2,0,1,1,18.04,41,16.9979,134,Wednesday,4,6,2011,12
2011-04-06 13:00:00,2,0,1,1,18.86,38,32.9975,112,Wednesday,4,6,2011,13
2011-04-06 14:00:00,2,0,1,1,20.5,34,27.9993,115,Wednesday,4,6,2011,14
2011-04-06 15:00:00,2,0,1,1,21.32,32,22.0028,117,Wednesday,4,6,2011,15
2011-04-06 16:00:00,2,0,1,1,22.14,28,27.9993,169,Wednesday,4,6,2011,16
2011-04-06 17:00:00,2,0,1,1,21.32,32,30.0026,356,Wednesday,4,6,2011,17
2011-04-06 18:00:00,2,0,1,1,21.32,29,23.9994,325,Wednesday,4,6,2011,18
2011-04-06 19:00:00,2,0,1,1,20.5,31,19.9995,232,Wednesday,4,6,2011,19
2011-04-06 20:00:00,2,0,1,1,18.86,51,15.0013,141,Wednesday,4,6,2011,20
2011-04-06 21:00:00,2,0,1,1,18.86,41,19.0012,102,Wednesday,4,6,2011,21
2011-04-06 22:00:00,2,0,1,1,18.86,41,19.0012,84,Wednesday,4,6,2011,22
2011-04-06 23:00:00,2,0,1,1,18.86,41,19.9995,40,Wednesday,4,6,2011,23
2011-04-07 00:00:00,2,0,1,1,18.86,41,19.0012,20,Thursday,4,7,2011,0
2011-04-07 01:00:00,2,0,1,1,17.22,47,8.9981,13,Thursday,4,7,2011,1
2011-04-07 02:00:00,2,0,1,1,17.22,54,0.0,7,Thursday,4,7,2011,2
2011-04-07 03:00:00,2,0,1,1,14.76,66,12.998,3,Thursday,4,7,2011,3
2011-04-07 04:00:00,2,0,1,1,13.94,76,12.998,1,Thursday,4,7,2011,4
2011-04-07 05:00:00,2,0,1,1,13.94,76,15.0013,6,Thursday,4,7,2011,5
2011-04-07 06:00:00,2,0,1,1,13.12,81,16.9979,64,Thursday,4,7,2011,6
2011-04-07 07:00:00,2,0,1,2,13.94,76,11.0014,160,Thursday,4,7,2011,7
2011-04-07 08:00:00,2,0,1,1,14.76,76,12.998,314,Thursday,4,7,2011,8
2011-04-07 09:00:00,2,0,1,2,16.4,66,8.9981,170,Thursday,4,7,2011,9
2011-04-07 10:00:00,2,0,1,2,17.22,67,7.0015,95,Thursday,4,7,2011,10
2011-04-07 11:00:00,2,0,1,2,18.86,55,0.0,122,Thursday,4,7,2011,11
2011-04-07 12:00:00,2,0,1,2,18.86,55,0.0,153,Thursday,4,7,2011,12
2011-04-07 13:00:00,2,0,1,2,21.32,48,6.0032,135,Thursday,4,7,2011,13
2011-04-07 14:00:00,2,0,1,1,22.96,43,6.0032,157,Thursday,4,7,2011,14
2011-04-07 15:00:00,2,0,1,1,24.6,38,7.0015,160,Thursday,4,7,2011,15
2011-04-07 16:00:00,2,0,1,1,24.6,35,0.0,213,Thursday,4,7,2011,16
2011-04-07 17:00:00,2,0,1,1,21.32,52,19.0012,343,Thursday,4,7,2011,17
2011-04-07 18:00:00,2,0,1,1,19.68,55,16.9979,333,Thursday,4,7,2011,18
2011-04-07 19:00:00,2,0,1,1,18.86,59,19.9995,226,Thursday,4,7,2011,19
2011-04-07 20:00:00,2,0,1,1,18.04,62,11.0014,203,Thursday,4,7,2011,20
2011-04-07 21:00:00,2,0,1,2,18.04,67,19.0012,108,Thursday,4,7,2011,21
2011-04-07 22:00:00,2,0,1,2,16.4,76,12.998,81,Thursday,4,7,2011,22
2011-04-07 23:00:00,2,0,1,1,15.58,76,16.9979,54,Thursday,4,7,2011,23
2011-04-08 00:00:00,2,0,1,2,14.76,76,15.0013,25,Friday,4,8,2011,0
2011-04-08 01:00:00,2,0,1,2,13.94,76,8.9981,9,Friday,4,8,2011,1
2011-04-08 02:00:00,2,0,1,3,13.94,76,11.0014,13,Friday,4,8,2011,2
2011-04-08 03:00:00,2,0,1,3,13.94,76,11.0014,1,Friday,4,8,2011,3
2011-04-08 04:00:00,2,0,1,2,13.94,86,8.9981,1,Friday,4,8,2011,4
2011-04-08 05:00:00,2,0,1,2,13.12,87,12.998,9,Friday,4,8,2011,5
2011-04-08 06:00:00,2,0,1,2,13.94,87,0.0,35,Friday,4,8,2011,6
2011-04-08 07:00:00,2,0,1,3,13.94,87,11.0014,113,Friday,4,8,2011,7
2011-04-08 08:00:00,2,0,1,3,13.94,87,11.0014,221,Friday,4,8,2011,8
2011-04-08 09:00:00,2,0,1,2,14.76,76,12.998,185,Friday,4,8,2011,9
2011-04-08 10:00:00,2,0,1,2,14.76,71,19.0012,73,Friday,4,8,2011,10
2011-04-08 11:00:00,2,0,1,2,16.4,62,26.0027,98,Friday,4,8,2011,11
2011-04-08 12:00:00,2,0,1,3,15.58,66,15.0013,80,Friday,4,8,2011,12
2011-04-08 13:00:00,2,0,1,3,14.76,76,19.0012,42,Friday,4,8,2011,13
2011-04-08 14:00:00,2,0,1,3,13.94,87,15.0013,15,Friday,4,8,2011,14
2011-04-08 15:00:00,2,0,1,3,13.94,87,15.0013,25,Friday,4,8,2011,15
2011-04-08 16:00:00,2,0,1,2,13.12,93,16.9979,60,Friday,4,8,2011,16
2011-04-08 17:00:00,2,0,1,3,13.12,93,16.9979,148,Friday,4,8,2011,17
2011-04-08 18:00:00,2,0,1,3,13.12,93,16.9979,62,Friday,4,8,2011,18
2011-04-08 19:00:00,2,0,1,3,12.3,93,27.9993,53,Friday,4,8,2011,19
2011-04-08 20:00:00,2,0,1,2,12.3,93,22.0028,63,Friday,4,8,2011,20
2011-04-08 21:00:00,2,0,1,2,12.3,93,16.9979,54,Friday,4,8,2011,21
2011-04-08 22:00:00,2,0,1,2,12.3,93,19.9995,51,Friday,4,8,2011,22
2011-04-08 23:00:00,2,0,1,2,12.3,93,15.0013,35,Friday,4,8,2011,23
2011-04-09 00:00:00,2,0,0,2,12.3,87,15.0013,31,Saturday,4,9,2011,0
2011-04-09 01:00:00,2,0,0,2,12.3,87,8.9981,20,Saturday,4,9,2011,1
2011-04-09 02:00:00,2,0,0,2,13.12,87,15.0013,17,Saturday,4,9,2011,2
2011-04-09 03:00:00,2,0,0,3,12.3,100,16.9979,14,Saturday,4,9,2011,3
2011-04-09 04:00:00,2,0,0,3,12.3,100,16.9979,3,Saturday,4,9,2011,4
2011-04-09 05:00:00,2,0,0,2,12.3,93,15.0013,5,Saturday,4,9,2011,5
2011-04-09 06:00:00,2,0,0,2,12.3,93,12.998,13,Saturday,4,9,2011,6
2011-04-09 07:00:00,2,0,0,2,12.3,93,11.0014,21,Saturday,4,9,2011,7
2011-04-09 08:00:00,2,0,0,2,13.12,93,11.0014,54,Saturday,4,9,2011,8
2011-04-09 09:00:00,2,0,0,2,13.94,87,7.0015,98,Saturday,4,9,2011,9
2011-04-09 10:00:00,2,0,0,2,13.94,87,8.9981,133,Saturday,4,9,2011,10
2011-04-09 11:00:00,2,0,0,2,14.76,81,0.0,142,Saturday,4,9,2011,11
2011-04-09 12:00:00,2,0,0,2,14.76,81,8.9981,202,Saturday,4,9,2011,12
2011-04-09 13:00:00,2,0,0,2,14.76,81,0.0,222,Saturday,4,9,2011,13
2011-04-09 14:00:00,2,0,0,2,14.76,81,8.9981,212,Saturday,4,9,2011,14
2011-04-09 15:00:00,2,0,0,2,14.76,87,0.0,201,Saturday,4,9,2011,15
2011-04-09 16:00:00,2,0,0,2,15.58,82,0.0,191,Saturday,4,9,2011,16
2011-04-09 17:00:00,2,0,0,2,15.58,82,6.0032,257,Saturday,4,9,2011,17
2011-04-09 18:00:00,2,0,0,2,15.58,82,7.0015,177,Saturday,4,9,2011,18
2011-04-09 19:00:00,2,0,0,2,15.58,82,8.9981,130,Saturday,4,9,2011,19
2011-04-09 20:00:00,2,0,0,2,15.58,87,11.0014,93,Saturday,4,9,2011,20
2011-04-09 21:00:00,2,0,0,2,14.76,93,8.9981,75,Saturday,4,9,2011,21
2011-04-09 22:00:00,2,0,0,2,14.76,93,8.9981,87,Saturday,4,9,2011,22
2011-04-09 23:00:00,2,0,0,2,15.58,87,6.0032,57,Saturday,4,9,2011,23
2011-04-10 00:00:00,2,0,0,2,15.58,87,6.0032,53,Sunday,4,10,2011,0
2011-04-10 01:00:00,2,0,0,2,15.58,87,8.9981,37,Sunday,4,10,2011,1
2011-04-10 02:00:00,2,0,0,2,15.58,87,6.0032,36,Sunday,4,10,2011,2
2011-04-10 03:00:00,2,0,0,2,15.58,87,8.9981,16,Sunday,4,10,2011,3
2011-04-10 04:00:00,2,0,0,2,14.76,93,7.0015,5,Sunday,4,10,2011,4
2011-04-10 05:00:00,2,0,0,2,14.76,93,6.0032,4,Sunday,4,10,2011,5
2011-04-10 06:00:00,2,0,0,2,14.76,93,6.0032,4,Sunday,4,10,2011,6
2011-04-10 07:00:00,2,0,0,2,14.76,100,6.0032,10,Sunday,4,10,2011,7
2011-04-10 08:00:00,2,0,0,2,15.58,94,6.0032,55,Sunday,4,10,2011,8
2011-04-10 09:00:00,2,0,0,2,15.58,94,8.9981,81,Sunday,4,10,2011,9
2011-04-10 10:00:00,2,0,0,2,16.4,87,0.0,150,Sunday,4,10,2011,10
2011-04-10 11:00:00,2,0,0,2,16.4,87,8.9981,202,Sunday,4,10,2011,11
2011-04-10 12:00:00,2,0,0,2,17.22,88,8.9981,230,Sunday,4,10,2011,12
2011-04-10 13:00:00,2,0,0,1,18.86,82,7.0015,263,Sunday,4,10,2011,13
2011-04-10 14:00:00,2,0,0,1,20.5,72,12.998,281,Sunday,4,10,2011,14
2011-04-10 15:00:00,2,0,0,1,20.5,77,15.0013,297,Sunday,4,10,2011,15
2011-04-10 16:00:00,2,0,0,2,21.32,72,11.0014,288,Sunday,4,10,2011,16
2011-04-10 17:00:00,2,0,0,2,21.32,72,12.998,236,Sunday,4,10,2011,17
2011-04-10 18:00:00,2,0,0,1,20.5,77,12.998,240,Sunday,4,10,2011,18
2011-04-10 19:00:00,2,0,0,1,20.5,77,12.998,131,Sunday,4,10,2011,19
2011-04-10 20:00:00,2,0,0,1,18.86,82,8.9981,92,Sunday,4,10,2011,20
2011-04-10 21:00:00,2,0,0,1,18.04,88,12.998,95,Sunday,4,10,2011,21
2011-04-10 22:00:00,2,0,0,1,18.04,94,16.9979,57,Sunday,4,10,2011,22
2011-04-10 23:00:00,2,0,0,1,18.86,88,23.9994,32,Sunday,4,10,2011,23
2011-04-11 00:00:00,2,0,1,1,19.68,88,22.0028,23,Monday,4,11,2011,0
2011-04-11 01:00:00,2,0,1,1,18.86,94,19.0012,4,Monday,4,11,2011,1
2011-04-11 02:00:00,2,0,1,1,18.86,94,19.0012,9,Monday,4,11,2011,2
2011-04-11 04:00:00,2,0,1,1,18.86,94,12.998,1,Monday,4,11,2011,4
2011-04-11 05:00:00,2,0,1,1,18.86,94,12.998,13,Monday,4,11,2011,5
2011-04-11 06:00:00,2,0,1,2,18.86,100,15.0013,61,Monday,4,11,2011,6
2011-04-11 07:00:00,2,0,1,2,20.5,88,15.0013,176,Monday,4,11,2011,7
2011-04-11 08:00:00,2,0,1,2,21.32,88,19.0012,314,Monday,4,11,2011,8
2011-04-11 09:00:00,2,0,1,2,22.96,83,19.0012,165,Monday,4,11,2011,9
2011-04-11 10:00:00,2,0,1,2,22.96,83,19.9995,96,Monday,4,11,2011,10
2011-04-11 11:00:00,2,0,1,2,24.6,73,19.9995,104,Monday,4,11,2011,11
2011-04-11 12:00:00,2,0,1,2,24.6,73,22.0028,134,Monday,4,11,2011,12
2011-04-11 13:00:00,2,0,1,2,26.24,69,27.9993,139,Monday,4,11,2011,13
2011-04-11 14:00:00,2,0,1,2,29.52,54,23.9994,145,Monday,4,11,2011,14
2011-04-11 15:00:00,2,0,1,1,30.34,48,35.0008,141,Monday,4,11,2011,15
2011-04-11 16:00:00,2,0,1,1,30.34,48,35.0008,235,Monday,4,11,2011,16
2011-04-11 17:00:00,2,0,1,1,30.34,48,35.0008,452,Monday,4,11,2011,17
2011-04-11 18:00:00,2,0,1,1,29.52,51,26.0027,383,Monday,4,11,2011,18
2011-04-11 19:00:00,2,0,1,1,29.52,51,30.0026,284,Monday,4,11,2011,19
2011-04-11 20:00:00,2,0,1,1,27.88,57,35.0008,166,Monday,4,11,2011,20
2011-04-11 21:00:00,2,0,1,1,27.06,61,16.9979,158,Monday,4,11,2011,21
2011-04-11 22:00:00,2,0,1,2,26.24,50,19.0012,91,Monday,4,11,2011,22
2011-04-11 23:00:00,2,0,1,3,23.78,60,0.0,54,Monday,4,11,2011,23
2011-04-12 00:00:00,2,0,1,2,25.42,50,7.0015,24,Tuesday,4,12,2011,0
2011-04-12 01:00:00,2,0,1,2,25.42,50,6.0032,13,Tuesday,4,12,2011,1
2011-04-12 02:00:00,2,0,1,2,24.6,53,8.9981,14,Tuesday,4,12,2011,2
2011-04-12 03:00:00,2,0,1,2,23.78,56,8.9981,1,Tuesday,4,12,2011,3
2011-04-12 04:00:00,2,0,1,2,22.96,64,8.9981,6,Tuesday,4,12,2011,4
2011-04-12 05:00:00,2,0,1,2,22.14,68,8.9981,16,Tuesday,4,12,2011,5
2011-04-12 06:00:00,2,0,1,2,22.14,68,19.0012,58,Tuesday,4,12,2011,6
2011-04-12 07:00:00,2,0,1,2,22.14,68,15.0013,189,Tuesday,4,12,2011,7
2011-04-12 08:00:00,2,0,1,3,19.68,88,26.0027,226,Tuesday,4,12,2011,8
2011-04-12 09:00:00,2,0,1,3,18.86,94,32.9975,54,Tuesday,4,12,2011,9
2011-04-12 10:00:00,2,0,1,3,20.5,82,27.9993,40,Tuesday,4,12,2011,10
2011-04-12 11:00:00,2,0,1,1,21.32,77,23.9994,49,Tuesday,4,12,2011,11
2011-04-12 12:00:00,2,0,1,2,22.96,64,31.0009,92,Tuesday,4,12,2011,12
2011-04-12 13:00:00,2,0,1,3,22.14,68,19.0012,106,Tuesday,4,12,2011,13
2011-04-12 14:00:00,2,0,1,2,20.5,82,19.0012,44,Tuesday,4,12,2011,14
2011-04-12 15:00:00,2,0,1,2,19.68,77,35.0008,78,Tuesday,4,12,2011,15
2011-04-12 16:00:00,2,0,1,2,19.68,77,26.0027,99,Tuesday,4,12,2011,16
